"country","year","militaryexpenditures","lifeExp","GDPpercap","GDP","HIV","healthcare","womenEd","menEd"
"Malaysia",1990,2.55540344426745,71.8,5185034.10559486,94412014983838.4,60,NA,4.2,6.1
"Mali",1990,2.15412616005279,50,375916.374965878,3260273099117.56,300,NA,0.4,1.1
"Malta",1990,0.830370078496562,77.1,13329288.917431,4720834255886.54,60,NA,NA,NA
"Mauritania",1990,3.89346507739368,59.5,974614.078601936,1944889175325.94,350,NA,0.5,1.6
"Mauritius",1990,0.3473630831643,69.3,5149486.97013484,5452148066804.5,60,NA,4,5.6
"Mexico",1990,0.505212146362122,71.5,9805289.98146086,826650679961608,4800,NA,4.9,5.8
"Mongolia",1990,4.62358102494246,62.3,1039675.93770088,2279544596197.04,60,NA,6.5,7.6
"Morocco",1990,4.14287540080217,67.7,2344791.2246,58624233372285.4,120,NA,1,2.7
"Mozambique",1990,3.36764837116298,51.5,368939.458366486,4998050881889.64,2200,NA,0.7,2.2
"Myanmar",1990,3.42237204606513,57.6,NA,NA,350,NA,2.8,3.8
"Namibia",1990,8.43611248149975,61.7,3662117.85682858,5181274207376.78,350,NA,3.9,4.4
"Nepal",1990,1.07720275392589,58.4,353852.81226945,6751888157493.36,600,NA,0.4,2.4
"Netherlands",1990,2.51670415182309,77,37716002.4702004,563911188093226,150,NA,9.1,9.9
"New Zealand",1990,1.79137776185443,75.6,23254213.0449562,77431878597094.8,60,NA,9.8,10
"Nigeria",1990,0.844085835855999,54.1,717107.480877076,69955309845766,4400,NA,1.7,4
"Norway",1990,2.88623081425907,76.6,55153749.3464972,233933138701936,60,NA,10.9,11.3
"Oman",1990,16.5149458033787,72.1,13546309.0342034,25305250322889,60,NA,2.1,3.9
"Pakistan",1990,6.84625011169043,62.1,898549.183215122,100497944962408,60,NA,0.9,3.2
"Panama",1990,1.37581871565158,74.9,5870955.14518702,14183793180091.1,350,NA,7.3,7.2
"Papua New Guinea",1990,2.13250113776738,56,1133741.47361941,4713704772759.66,60,NA,1.4,3
"Paraguay",1990,1.18621030520203,74.2,2793485.74996074,11855162434828.4,NA,NA,5.1,5.5
"Peru",1990,0.082675983561242,68.7,3328496.6211959,72180236633318.6,1100,NA,5.5,7.3
"Philippines",1990,2.14725264728189,67.6,1982800.66998201,122197364200499,60,NA,7,7.3
"Poland",1990,2.38739316974765,70.9,6201413.70080006,236340725643004,150,NA,10.3,10.6
"Portugal",1990,2.41368626629045,74.2,17543855.2398325,175144131419690,150,NA,4.7,5.3
"Romania",1990,4.54598438046392,70,3791906.72845218,87979194248937.4,60,NA,8.9,10
"Russia",1990,19.0934492393667,69.2,5204492.73204578,771784636220534,NA,NA,9.7,10.2
"Rwanda",1990,3.74775734200654,50.5,469758.92496678,3346493262611.98,14000,NA,1.2,2.6
"Saudi Arabia",1990,14.0242921328123,73.9,17860751.0303965,288255607499374,NA,NA,1.9,5.4
"Senegal",1990,2.01099815614978,57.8,954006.831327122,6926555593653.98,350,NA,0.7,1.8
"Seychelles",1990,4.02623150831173,69.1,11290831.6255307,790358213787.146,NA,NA,7.4,6.6
"Sierra Leone",1990,1.3914581342874,51.6,509587.336450078,2028956122427.54,60,NA,0.6,1.8
"Singapore",1990,4.63982406741809,74.9,31575805.1254206,96211478217156.8,60,NA,4.3,6.2
"South Africa",1990,3.69303299697908,62,6303677.22806472,221889451674710,2200,NA,5.4,6
"Spain",1990,1.73776756674328,76.9,22671105.1785544,880782298117594,3000,NA,5.5,6.1
"Sri Lanka",1990,2.33075603510429,70.5,1154478.45289181,19643450875954.1,60,NA,6.2,7.2
"Sudan",1990,2.5762043900848,58.9,528409.38532,14124081022075,350,NA,1.2,3.3
"Swaziland",1990,1.3037125841821,60.7,2640706.33141034,2278789606571.56,350,NA,3.7,4.4
"Sweden",1990,2.52419573922727,77.6,46984499.2014286,402132576222660,60,NA,10.4,10.5
"Switzerland",1990,1.70280248636757,77.5,68416230.8329356,449546711007816,150,NA,10.8,12.3
"Syria",1990,6.41006529322322,70.5,1910286.34085899,23542590457961.8,NA,NA,2.2,4.6
"Tanzania",1990,2.04648408015958,55.2,609281.10536,15093417401132.5,22000,NA,1.9,3.8
"Thailand",1990,2.66539049959013,71,2781040.42281424,158719700311198,1100,NA,4.5,5.7
"Togo",1990,3.1164045426154,57.8,568856.819473272,2085138937752.62,300,NA,0.9,3
"Tunisia",1990,2.01558845012343,71.8,3322586.2992173,27093697718337.6,60,NA,1.8,5
"Turkey",1990,3.53635397325906,68.1,6896002.8126979,373282480380092,60,NA,3.1,5.4
"Uganda",1990,3.33636925975488,50.7,372103.746655062,6586131010434.28,85000,NA,1.8,4.1
"United Kingdom",1990,3.84580988737171,75.7,40174099.474643,2216746470068200,600,NA,11.2,11.6
"United States",1990,5.32395492801002,75.4,56596893.902474,14127886446617260,32000,NA,12.7,12.9
"Uruguay",1990,3.5310971495862,73,10507885.8050559,32670298929987,60,NA,7.8,7.5
"Vietnam",1990,7.91085725497747,69.3,454975.731703326,30035996387139,300,NA,4.6,6.7
"Yemen",1990,6.55591451628165,58.5,929674.086912348,11107940292312.9,60,NA,NA,NA
"Zambia",1990,3.70566443127361,51.9,774585.610056806,6055037184451.64,23000,NA,2.8,5.3
"Zimbabwe",1990,4.63821049264977,63,1073995.42672078,11243875069416.1,23000,NA,3.7,5.6
"Algeria",1991,1.23149796248609,70.5,3533321.67760838,91621009760524.8,60,NA,2,2.6
"Angola",1991,7.05625104968622,49.3,714621.6950647,16724593088442.7,1200,NA,1.3,3.1
"Argentina",1991,1.42013727576134,72.7,12406891.3243805,410588438187800,3200,NA,8,8.1
"Australia",1991,2.14885407953405,77.4,34540657.3966206,595873822475600,600,NA,10.3,10.7
"Austria",1991,1.15930695287425,75.8,39310731.3266234,304850436568250,60,NA,9.3,10.7
"Bahrain",1991,5.13913704237621,72,20402233.637976,10337505750857.9,NA,NA,4.1,5.9
"Bangladesh",1991,1.09221947939824,56.4,565558.080945656,60949486870354.2,60,NA,1.4,3.7
"Belgium",1991,2.22407144746446,76.2,38021331.4801724,380385252541714,60,NA,9.8,10.3
"Belize",1991,1.06808604081891,71.2,5332547.67839318,1034915324785.07,60,NA,6.4,6.8
"Bolivia",1991,2.69703396480583,62.2,1792394.12924438,12213076059245.7,1700,NA,4.1,6.1
"Botswana",1991,4.36596305241038,62,4874829.6628324,6939410440787.66,600,NA,3.1,3
"Brazil",1991,1.99051191741157,68.1,6695622.94646864,1018718187830972,5700,NA,4.5,4.7
"Brunei",1991,6.63017982799062,73.8,38252957.761758,9921172366216.24,NA,NA,NA,NA
"Bulgaria",1991,3.0213706705969,71.3,3090115.80868036,26668461016727.2,60,NA,9.7,10
"Burkina Faso",1991,1.83171301872718,51.4,354220.536151682,3393445134051.88,8500,NA,0.3,0.9
"Burundi",1991,3.68101633804944,45.4,373909.686492844,2140270262775.64,4900,NA,0.9,2.2
"Cameroon",1991,1.50889166023511,58.2,1244470.86281334,16915569957751.6,1300,NA,1.9,4.1
"Canada",1991,1.89548081538796,77.6,37787609.9359866,1064540529285984,1600,NA,12.4,12.5
"Central African Republic",1991,1.53798388562428,48.1,538747.513605832,1620192240780.24,1600,NA,NA,NA
"Chile",1991,3.94652598795225,74.1,6505162.1008738,87359870978696,NA,NA,7.9,8.2
"China",1991,2.44703073709341,67,843778.349635522,971003249193566,NA,NA,3.4,5.5
"Colombia",1991,2.2101607794291,71.1,4664723.76158904,157900764052800,1500,NA,4.9,5.3
"Cote d'Ivoire",1991,1.3749800181066,54.9,1282414.57987371,16601898388193.5,5800,NA,0.9,2.6
"Cuba",1991,6.51073069424541,74.8,5916655.34438704,63036761954396.2,60,NA,8,8.5
"Cyprus",1991,7.26477616181254,76.4,20971563.49,12480282290211.4,NA,NA,8.7,10
"Denmark",1991,1.95468015000635,75.4,48696028.0696846,250993840087520,60,NA,11.1,11.6
"Djibouti",1991,6.8713259943467,60.7,2172464.90694388,1263594660939.75,120,NA,0.7,3.3
"Dominican Republic",1991,0.34838688768979,72.2,3662442.63360102,26881691665613.2,600,NA,NA,NA
"Ecuador",1991,1.84254613642429,71.4,2672705.65450316,28046031440117.6,600,NA,5.6,6.3
"Egypt",1991,4.85777249859146,65.4,2287626.24009562,132573398889750,60,NA,2.8,5.5
"El Salvador",1991,3.52222797927675,68.1,3204037.87464848,17344318901660.5,150,NA,4.4,5.2
"Ethiopia",1991,3.95904363930574,46.9,229608.357014768,11577533125427.6,NA,NA,0.3,1.2
"Fiji",1991,2.34573947110676,65.1,3534034.89747344,2598441566786.1,60,NA,6.5,7.6
"Finland",1991,1.75669173991105,75.4,37247560.7842254,186749585406302,60,NA,10,10.1
"France",1991,3.42894805139034,77.3,37673466.6769094,2205886771272400,8200,NA,8.3,8.6
"Gambia",1991,0.578908742234663,61.5,1166642.07309763,1173699771987.62,60,NA,0.8,2.1
"Germany",1991,2.18493418480386,75.6,40905085.9170472,3272975290437680,2800,NA,9.7,10.8
"Ghana",1991,0.617912171048369,58.4,452564.663585758,6878876241961.62,600,NA,2.9,5.6
"Greece",1991,3.1381980370014,77.1,19844533.8913396,203531334193474,350,NA,7.5,8.7
"Guatemala",1991,1.08028516797068,64,2926097.4965842,26718453737890.2,350,NA,2.3,3.4
"Guinea",1991,2.38019187602236,52.3,688742.911895356,4285681545001.84,1600,NA,0.4,1.7
"Guyana",1991,0.603017724687528,64.3,1295481.0233005,937213155344.702,150,NA,6.7,7.6
"Haiti",1991,0.08740388338773,54.4,1026876.48158059,7469585399934.22,5000,NA,1.6,2.6
"Hungary",1991,2.3965893733046,69.2,7681166.21978676,79679809664336,350,NA,9.4,9.8
"India",1991,2.90855344014166,58.5,626549.026461942,558825454970494,8000,NA,1.8,4.4
"Indonesia",1991,0.81570243076698,64.5,1268542.00104699,237790481471860,60,NA,3.2,5.2
"Iran",1991,1.65558007083466,67.8,2823064.9916297,158293615716089,150,NA,2.4,4.6
"Ireland",1991,1.24204109168055,76.7,28527573.8981036,NA,60,NA,9.4,9.1
"Israel",1991,16.0268436392739,76.5,30996410.2484794,153401234319725,60,NA,10.2,10.9
"Italy",1991,2.0360245361119,77,33687272.1340368,1913203427641932,2500,NA,7.9,8.9
"Jamaica",1991,0.552760501154736,74.9,6580272.5047961,15832411936775.5,350,NA,7.8,7.8
"Japan",1991,0.90863146321538,79.1,70530483.0566592,8740207990864260,350,NA,10.5,10.8
"Jordan",1991,10.3323876571749,71.9,2946246.89847722,10444445255101.8,NA,NA,4.4,7.4
"Kenya",1991,2.35427836082821,61.1,883418.472758688,21390442899922.2,16000,NA,2.8,5.1
"South Korea",1991,3.56669579549351,72.2,14947222.0583763,646736404021826,150,NA,NA,NA
"Kuwait",1991,117.387694904726,64.4,NA,NA,NA,NA,3.9,5.1
"Lebanon",1991,5.15488870698058,71.9,8258863.94443124,24991826086549.6,60,NA,4.8,6.1
"Lesotho",1991,4.31711469943297,60.6,618531.420504536,1032446461791.97,120,NA,5.2,3.9
"Liberia",1991,7.18390804597701,51.5,335029.857214572,700666377496.01,60,NA,1,3.6
"Luxembourg",1991,0.785433049612032,75.5,69623192.5503918,26946560529002.4,60,NA,8.8,10
"Madagascar",1991,1.30404318848559,56.2,526581.166966308,6119095872594.88,1000,NA,2.3,3.3
"Malawi",1991,1.07653951016689,48.6,282049.566802898,2703077667403.9,18000,NA,1.6,3.8
"Malaysia",1991,3.19930726597345,72,5528401.2257358,103424080712388,120,NA,4.4,6.2
"Malta",1991,0.790667785170791,77.3,14022404.7526719,5016192784959.06,60,NA,NA,NA
"Mauritania",1991,2.7048903879797,60.2,965475.722860792,1979665488794.25,350,NA,0.5,1.6
"Mauritius",1991,0.366751637928992,69.6,5320149.53632068,5693975163639.8,60,NA,4.2,5.8
"Mexico",1991,0.508666921553606,71.9,10026953.5825841,861553944212284,5300,NA,5,5.9
"Mongolia",1991,3.92908635036337,62.3,934830.60716095,2081371367106.22,60,NA,6.7,7.7
"Morocco",1991,4.12567399624691,68.1,2460847.646,62668162707888.8,120,NA,1.1,2.7
"Mozambique",1991,2.6120340720825,51.7,378077.145623036,5242955326910.08,3200,NA,0.7,2.2
"Myanmar",1991,3.1584176648694,57.8,NA,NA,350,NA,2.9,3.8
"Namibia",1991,5.81226387678001,61.9,3825236.01716084,5604739637580.08,600,NA,4,4.6
"Nepal",1991,1.06622725179926,59.1,367280.153045022,7181858550268.36,600,NA,0.5,2.4
"Netherlands",1991,2.3887323943662,77.2,38332643.7184522,577665197643044,150,NA,9.2,10
"New Zealand",1991,1.7383605797223,75.9,21867674.1991548,76429708093466.2,60,NA,9.9,10.1
"Nicaragua",1991,4.00238204052239,73.7,1731415.19699247,5630243422740.6,60,NA,3.7,4.1
"Nigeria",1991,0.731450194489559,54.3,732922.6149551,73282100252806.4,7600,NA,1.8,4.1
"Norway",1991,2.74748719588206,77,56596194.2764086,241197812225988,60,NA,11.1,11.5
"Oman",1991,14.7450009138816,72.5,13786200.3047823,26842311013824,60,NA,2.2,4.1
"Pakistan",1991,6.90452866264591,62.2,918366.729265658,105584716537079,60,NA,1,3.4
"Panama",1991,1.3453605600534,75,6293285.99426398,15519765604592.5,350,NA,7.5,7.3
"Papua New Guinea",1991,1.38950521411138,56,1211703.05696351,5163717410263.08,150,NA,1.5,3.1
"Paraguay",1991,1.58195365238078,74.2,2789849.83491672,12147929621522.8,NA,NA,5.2,5.6
"Peru",1991,1.1541800128099,69.2,3333485.72916176,73743587977088.8,1300,NA,5.7,7.5
"Philippines",1991,2.01071945679966,67.9,1923937.68616661,121490654500090,60,NA,7.1,7.4
"Poland",1991,2.05699978163854,70.7,5745932.82461228,219760055775156,150,NA,10.4,10.7
"Portugal",1991,2.40336352372293,74.2,18338385.4315213,182794788698382,150,NA,4.8,5.5
"Romania",1991,4.76428150097554,70.5,3331566.37976588,76629874693784,60,NA,9.1,10.1
"Rwanda",1991,5.51691840855312,49.3,473832.554447934,3262349716879.58,14000,NA,1.3,2.6
"Saudi Arabia",1991,12.4697829319938,74.3,18866360.8060063,314497782174976,NA,NA,2.1,5.6
"Senegal",1991,1.88860577584543,58,949543.11471257,7103586262936.96,350,NA,0.7,1.9
"Seychelles",1991,4.42401898893995,69.1,11478702.9442575,812175467115.556,NA,NA,7.7,6.8
"Sierra Leone",1991,2.08015905055846,51.4,519771.178388698,2076636591304.58,60,NA,0.7,1.9
"Singapore",1991,4.47738249272986,75.6,32678855.8148434,102451480865115,60,NA,4.4,6.3
"South Africa",1991,3.14055050722637,62.5,6112188.28981694,219629933603482,3600,NA,5.5,6.1
"Spain",1991,1.62672386735834,77,23195405.2194318,903207020414312,3500,NA,5.6,6.3
"Sri Lanka",1991,3.08853348373149,71.3,1189960.59629629,20547049616248,60,NA,6.3,7.3
"Sudan",1991,2.24580857909813,59.2,554172.93548,15184928170825.7,600,NA,1.3,3.4
"Swaziland",1991,1.38451445752491,60.7,2612947.72652506,2318904880016.02,600,NA,3.8,4.5
"Sweden",1991,2.4128306239347,77.7,46142068.768958,397623509857900,60,NA,10.6,10.6
"Switzerland",1991,1.66668313828489,77.6,66947683.3997212,445293112404074,350,NA,10.9,12.4
"Syria",1991,9.69303257115713,71,2001764.21891556,25402754260890.4,NA,NA,2.3,4.8
"Tanzania",1991,2.18177198549536,55.1,601809.8114,15406151230519.6,30000,NA,2,3.9
"Thailand",1991,2.50934012721338,71,2985597.15643758,172303347020094,3600,NA,4.6,5.7
"Togo",1991,2.86491845018189,57.8,552479.333149194,2070543643044.5,300,NA,1,3.1
"Tunisia",1991,2.00352487363661,72,3384335.96397306,28151583415520.8,60,NA,1.9,5.2
"Turkey",1991,3.76120684907832,68.5,6827288.94928374,375971155873432,60,NA,3.2,5.5
"Uganda",1991,2.9508212846018,50,379582.009891028,6951931016133.24,95000,NA,1.9,4.2
"United Kingdom",1991,3.98504002244999,76,39492381.2500112,2185879048528920,1100,NA,11.3,11.7
"United States",1991,4.72612001955924,75.5,55699761.6849236,14090981410813660,39000,NA,12.7,13
"Uruguay",1991,2.39713885997383,72.6,10803234.0437498,33826438243746.8,60,NA,7.9,7.6
"Venezuela",1991,1.9017844073312,72.4,10351333.2296269,209065877238776,1300,NA,6,6.4
"Vietnam",1991,5.59531722997302,69.6,473308.437163478,31826395255121.6,300,NA,4.7,6.7
"Yemen",1991,6.98339881452547,58.9,941530.902485524,11807017835399.6,60,NA,NA,NA
"Zambia",1991,2.56556146602537,50.7,754351.160997236,6052849294579.48,29000,NA,2.9,5.4
"Zimbabwe",1991,3.51105732145213,62.7,1103984.40429569,11865861734017,32000,NA,3.8,5.8
"Albania",1992,4.64945888260734,73.6,1286571.6959553,4203207858967.14,NA,NA,6.8,8
"Algeria",1992,2.19423769908935,70.9,3511947.3954095,93270190056916.4,60,NA,2.1,2.7
"Angola",1992,7.56572725553244,49.6,644185.93574692,15570596165340.1,1800,NA,1.3,3.2
"Argentina",1992,1.34046362188989,72.8,13703505.1720981,459615878652788,3400,NA,8.1,8.2
"Armenia",1992,2.09548975296484,68.8,839953.163386294,2897788016492.92,60,NA,9.1,9.6
"Australia",1992,2.19338076959086,77.6,34275116.9957736,598579468630656,600,NA,10.4,10.8
"Austria",1992,1.10838166451362,76,39694440.3690672,311232555851708,60,NA,9.4,10.7
"Azerbaijan",1992,2.07464575423746,63.7,1864513.73856196,13763840418064.4,60,NA,8.5,10.1
"Bahrain",1992,5.29556650246305,72.1,21222184.741926,11029084521640,NA,NA,4.3,6.1
"Bangladesh",1992,1.20425871910727,59.7,580816.42365306,64020812650273.8,60,NA,1.4,3.8
"Belgium",1992,1.78150882808433,76.3,38447005.2763512,386207637706668,60,NA,9.9,10.5
"Belize",1992,1.02288230467025,71.1,5824250.62566656,1159475222119.52,60,NA,6.5,6.9
"Bolivia",1992,2.51203706243039,62.7,1780020.83712175,12414164361587.7,1800,NA,4.2,6.2
"Botswana",1992,4.29817441900342,61.2,4875403.81834728,7141837924194.1,1300,NA,3.2,3.1
"Brazil",1992,1.52895950484981,68.3,6559372.79218904,1013961640577564,7000,NA,4.6,4.8
"Brunei",1992,6.01614086573734,74,38956195.7842634,10393279298066.8,NA,NA,NA,NA
"Bulgaria",1992,2.98804780876494,71.2,2896326.49598352,24729027095886,60,NA,9.9,10.1
"Burkina Faso",1992,1.74453485288811,51.3,345491.710005664,3401342046077.78,10000,NA,0.3,0.9
"Burundi",1992,3.59042559710276,45.3,370498.82639515,2161886957432.38,6000,NA,1,2.3
"Cameroon",1992,1.46778082386883,57.9,1172886.22473689,16391186745848.2,2100,NA,2,4.3
"Canada",1992,1.86172338967565,77.7,37653312.2958644,1073857305854680,1900,NA,12.6,12.6
"Cape Verde",1992,0.996156320903441,68.6,1604672.85660725,585267516971.792,NA,NA,1.6,3
"Central African Republic",1992,1.61667197917847,48,491454.82543153,1516109561968.51,2500,NA,NA,NA
"Chile",1992,3.72134840826765,75,7170871.51644592,98085855337022.8,NA,NA,8,8.4
"China",1992,2.55910264267276,67.2,951857.739322946,1108885710579052,NA,NA,3.6,5.7
"Colombia",1992,2.49738580099219,71.1,4807544.6173732,165847400272256,2100,NA,5,5.4
"Cote d'Ivoire",1992,1.40577891179329,54.4,1237605.14894912,16561296683907.8,8700,NA,0.9,2.6
"Croatia",1992,7.61106145858234,72.3,NA,35040109756002.2,60,NA,7.5,8.8
"Cyprus",1992,9.1292860227529,76.7,22340552.77,13653428825491.2,NA,NA,8.9,10.2
"Denmark",1992,1.88937728533689,75.4,49494065.2585136,255952124255920,60,NA,11.2,11.7
"Djibouti",1992,7.0338155153541,60.4,2125317.95743832,1263367630665.76,120,NA,0.7,3.4
"Dominican Republic",1992,0.559476285771602,72.5,3968651.46780264,29707812831761.2,600,NA,NA,NA
"Ecuador",1992,1.75965306374633,71.7,2654498.57783696,28470243161401.8,600,NA,5.8,6.4
"Egypt",1992,4.45363048166786,66.1,2346420.13938242,138449046772412,60,NA,2.9,5.6
"El Salvador",1992,2.9999178815547,68.9,3392371.9238592,18652919707248.6,150,NA,4.5,5.4
"Ethiopia",1992,2.45349282521887,47.8,202676.32537713,10573439564253.9,NA,NA,0.3,1.2
"Fiji",1992,1.99365851539765,65,3703601.98383664,2756946502360.06,60,NA,6.6,7.8
"Finland",1992,1.88426924328036,75.7,35748050.7038232,180241385664271,60,NA,10.2,10.2
"France",1992,3.28668709413936,77.6,38059869.2500264,2238486376336920,8100,NA,8.5,8.7
"Gambia",1992,0.491044551772601,61.5,1168146.65432269,1213355438047.29,60,NA,0.9,2.2
"Germany",1992,2.03275903906819,76,41371379.958622,3335550877869160,3000,NA,9.8,10.9
"Ghana",1992,0.642197719266619,58.7,456917.593674874,7145736685570.68,1400,NA,3,5.7
"Greece",1992,3.26951328358351,77.1,19764580.7122882,204956053532614,350,NA,7.7,8.8
"Guatemala",1992,1.2540423299673,63.8,2997409.67233912,28011183051266.4,350,NA,2.4,3.4
"Guinea",1992,1.69438207708291,52.5,669183.090619586,4425863929859.58,2100,NA,0.4,1.7
"Guyana",1992,0.983243607756973,64.5,1396613.53582765,1010610503727.92,150,NA,6.9,7.7
"Haiti",1992,0.08262466177039,54.9,952786.00292702,7072955435830.16,6100,NA,1.7,2.7
"Hungary",1992,2.34099678325865,69.1,7448716.03603386,77238276589803.4,350,NA,9.5,9.9
"India",1992,2.71126928695767,58.8,647715.002897832,589462479481054,12000,NA,1.8,4.5
"Indonesia",1992,0.836063242658869,64.9,1338286.07549939,254960146999700,60,NA,3.4,5.3
"Iran",1992,1.38891238985232,68.5,2891704.911278,165022789321569,350,NA,2.6,4.7
"Ireland",1992,1.21099946625514,76.8,29280875.1460052,NA,60,NA,9.5,9.3
"Israel",1992,11.8296258126383,76.3,31628799.8161634,162034341458205,60,NA,10.4,11
"Italy",1992,1.96566072335561,77.3,33945251.8285932,1927991421345516,3600,NA,8.1,9
"Jamaica",1992,0.949797190532728,74.9,6661878.23652068,16142021481510.1,600,NA,8,8
"Japan",1992,0.924253404882774,79.3,70931850.8885388,8811792904032279,350,NA,10.6,10.9
"Jordan",1992,6.924440560488,72.2,3320086.88387066,12393884337489.2,NA,NA,4.6,7.6
"Kenya",1992,1.9007692381215,60.3,848281.860241986,21219427598550.6,24000,NA,2.9,5.3
"South Korea",1992,3.52081775234598,72.7,15682308.7986534,684736649075604,150,NA,NA,NA
"Kuwait",1992,31.7858057064383,80,NA,45060177298745.4,NA,NA,4,5.2
"Kyrgyz Republic",1992,1.64575752416598,65.6,722827.765306664,3263856491465.72,60,NA,NA,NA
"Lao",1992,8.97721647793216,52.4,472109.900283226,2093604400498.98,60,NA,NA,NA
"Lebanon",1992,7.97978763808372,72.2,8341819.22565368,26116442504388.2,60,NA,5,6.2
"Lesotho",1992,3.40636214378098,60.4,652312.937447272,1108464937597.15,300,NA,5.4,4
"Liberia",1992,10.1565995525727,51.8,221418.289248518,454832806768.394,120,NA,1,3.7
"Luxembourg",1992,0.800744019315674,75.8,69954652.7706278,27436894361258.4,60,NA,8.9,10.1
"Madagascar",1992,0.762750621643027,56.4,517075.37352661,6191677669388.14,1000,NA,2.4,3.4
"Malawi",1992,1.40186917271516,48.3,258720.471967724,2504861573293.88,22000,NA,1.7,3.9
"Malaysia",1992,2.98642187029563,72.2,5864034.5753673,112613430156362,300,NA,4.6,6.3
"Malta",1992,0.883305236505872,77.5,14536619.5182034,5251499167146.18,60,NA,NA,NA
"Mauritania",1992,2.66788701399694,60.4,956906.661959042,2016766911678.26,350,NA,0.6,1.7
"Mauritius",1992,0.354723557473396,69.7,5592564.83899988,6064806606569.86,60,NA,4.4,6
"Mexico",1992,0.550058775557418,72.1,10200900.912766,892816796483520,5800,NA,5.1,6.1
"Mongolia",1992,2.10937894650552,62.2,838732.914829474,1888709940321.94,60,NA,6.8,7.8
"Morocco",1992,4.31803352249688,68.4,2320708.5602,60142048849096.8,300,NA,1.1,2.8
"Mozambique",1992,2.96844542513086,52.1,347482.820688108,4975317056243.4,4500,NA,0.8,2.3
"Myanmar",1992,3.3681549768299,58.1,NA,NA,600,NA,3,3.9
"Namibia",1992,4.38650685777833,62,3972007.0775237,6007756032924.46,600,NA,4.1,4.7
